,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_Type,Outlet_Years
4868,NCF42,0.0,Non-Edible,0.16657250099999998,Household,176.1712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,Non-Consumable,28
4869,FDA19,7.52,Low Fat,0.055081622999999996,Fruits and Vegetables,128.8994,OUT013,1987,High,Tier 3,Supermarket Type1,2055.9904,Food,26
4870,FDW09,13.65,Regular,0.025920816,Snack Foods,81.2302,OUT046,1997,Small,Tier 1,Supermarket Type1,2059.9852,Food,16
4871,NCO14,0.0,Non-Edible,0.029500321,Household,46.2086,OUT027,1985,Medium,Tier 3,Supermarket Type3,802.9548,Non-Consumable,28
4872,FDO39,6.985,Regular,0.137645467,Meat,185.2608,OUT045,2002,Small,Tier 2,Supermarket Type1,2940.1728,Food,11
4873,FDR45,0.0,Low Fat,0.06613202877895127,Snack Foods,240.6222,OUT027,1985,Medium,Tier 3,Supermarket Type3,4302.3996,Food,28
4874,FDA15,9.3,Low Fat,0.026818196000000002,Dairy,248.9092,OUT010,1998,Small,Tier 3,Grocery Store,498.0184,Food,15
4875,FDY13,12.1,Low Fat,0.030102335,Canned,74.767,OUT013,1987,High,Tier 3,Supermarket Type1,2220.4429999999998,Food,26
4876,FDY31,5.98,Low Fat,0.043740308,Fruits and Vegetables,145.3418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2354.2688,Food,4
4877,NCS29,9.0,Non-Edible,0.069653585,Health and Hygiene,266.2884,OUT049,1999,Medium,Tier 1,Supermarket Type1,2914.8724,Non-Consumable,14
4878,FDJ52,7.145,Low Fat,0.01785932,Frozen Foods,160.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2246.4092,Food,4
4879,NCX41,19.0,Non-Edible,0.017755213,Health and Hygiene,211.7244,OUT045,2002,Small,Tier 2,Supermarket Type1,2752.4172,Non-Consumable,11
4880,FDQ36,7.855,Regular,0.161875063,Baking Goods,35.6848,OUT045,2002,Small,Tier 2,Supermarket Type1,335.5632,Food,11
4881,FDV35,19.5,Low Fat,0.128181759,Breads,156.1314,OUT035,2004,Small,Tier 2,Supermarket Type1,2792.3652,Food,9
4882,FDE02,8.71,Low Fat,0.12125037400000001,Canned,92.7778,OUT046,1997,Small,Tier 1,Supermarket Type1,1032.6558,Food,16
4883,FDA34,11.5,Low Fat,0.014921093,Starchy Foods,173.908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1211.756,Food,4
4884,NCL42,18.85,Non-Edible,0.040434372,Household,244.3144,OUT049,1999,Medium,Tier 1,Supermarket Type1,5635.3312,Non-Consumable,14
4885,FDE14,13.65,Regular,0.031508924,Canned,98.77,OUT045,2002,Small,Tier 2,Supermarket Type1,1697.79,Food,11
4886,DRD25,6.135,Low Fat,0.079094835,Soft Drinks,114.38600000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,1018.674,Drinks,14
4887,DRF01,5.655,Low Fat,0.175793413,Soft Drinks,146.9102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,Drinks,4
4888,FDF39,14.85,Regular,0.019495051,Dairy,261.291,OUT013,1987,High,Tier 3,Supermarket Type1,10256.649,Food,26
4889,FDP01,20.75,Regular,0.06331397400000001,Breakfast,153.7682,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.6184,Food,9
4890,FDB10,10.0,Low Fat,0.0674819,Snack Foods,234.859,OUT018,2009,Medium,Tier 3,Supermarket Type2,1181.795,Food,4
4891,FDY14,10.3,Low Fat,0.07002695099999999,Dairy,263.6226,OUT035,2004,Small,Tier 2,Supermarket Type1,6608.065,Food,9
4892,FDR57,5.675,Regular,0.023496967,Snack Foods,156.1288,OUT046,1997,Small,Tier 1,Supermarket Type1,2828.3184,Food,16
4893,NCH29,5.51,Non-Edible,0.06613202877895127,Health and Hygiene,98.9726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1565.9616,Non-Consumable,4
4894,FDJ45,17.75,Low Fat,0.073559521,Seafood,33.9216,OUT045,2002,Small,Tier 2,Supermarket Type1,830.9184,Food,11
4895,FDZ48,17.75,Low Fat,0.07626905,Baking Goods,113.1544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896,Food,4
4896,FDV44,8.365,Regular,0.039925235,Fruits and Vegetables,189.2188,OUT045,2002,Small,Tier 2,Supermarket Type1,4570.0512,Food,11
4897,FDR01,0.0,Regular,0.093883945,Canned,200.4742,OUT019,1985,Small,Tier 1,Grocery Store,398.1484,Food,28
4898,FDZ57,10.0,Regular,0.03773288,Snack Foods,128.2994,OUT013,1987,High,Tier 3,Supermarket Type1,1413.4934,Food,26
4899,FDI08,18.2,Regular,0.066400129,Fruits and Vegetables,250.1092,OUT049,1999,Medium,Tier 1,Supermarket Type1,5727.2116,Food,14
4900,DRA24,19.35,Regular,0.039920687,Soft Drinks,163.3868,OUT035,2004,Small,Tier 2,Supermarket Type1,3439.5228,Drinks,9
4901,FDS39,0.0,Low Fat,0.022351807999999997,Meat,143.7812,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.842000000001,Food,28
4902,NCL31,7.39,Non-Edible,0.12018089400000001,Others,141.447,OUT013,1987,High,Tier 3,Supermarket Type1,2290.3520000000003,Non-Consumable,26
4903,FDD34,7.945,Low Fat,0.015900971,Snack Foods,163.821,OUT049,1999,Medium,Tier 1,Supermarket Type1,1794.3310000000001,Food,14
4904,FDC34,16.0,Regular,0.172759093,Snack Foods,157.0972,OUT046,1997,Small,Tier 1,Supermarket Type1,4673.916,Food,16
4905,NCK05,20.1,Non-Edible,0.077454252,Health and Hygiene,59.2536,OUT046,1997,Small,Tier 1,Supermarket Type1,735.0432,Non-Consumable,16
4906,FDB32,20.6,Low Fat,0.039255412,Fruits and Vegetables,94.4778,OUT010,1998,Small,Tier 3,Grocery Store,93.8778,Food,15
4907,FDC03,8.575,Regular,0.072252888,Dairy,196.5794,OUT017,2007,Small,Tier 2,Supermarket Type1,5267.1438,Food,6
4908,FDO19,17.7,Regular,0.016664252,Fruits and Vegetables,47.9034,OUT018,2009,Medium,Tier 3,Supermarket Type2,729.051,Food,4
4909,FDZ28,20.0,Regular,0.08618788599999999,Frozen Foods,125.4678,OUT010,1998,Small,Tier 3,Grocery Store,127.1678,Food,15
4910,FDK28,5.695,Low Fat,0.10978405599999999,Frozen Foods,256.0646,OUT010,1998,Small,Tier 3,Grocery Store,1288.323,Food,15
4911,NCU30,5.11,Non-Edible,0.06613202877895127,Household,164.72099999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,3588.6620000000003,Non-Consumable,4
4912,FDV57,15.25,Regular,0.06613202877895127,Snack Foods,178.166,OUT045,2002,Small,Tier 2,Supermarket Type1,4853.682,Food,11
4913,FDB02,0.0,Regular,0.029023048,Canned,177.83700000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,Food,28
4914,FDD52,18.25,Regular,0.183142346,Dairy,110.35700000000001,OUT013,1987,High,Tier 3,Supermarket Type1,2087.283,Food,26
4915,FDN34,15.6,Regular,0.06613202877895127,Snack Foods,170.6132,OUT013,1987,High,Tier 3,Supermarket Type1,6595.4148,Food,26
4916,FDB50,13.0,Low Fat,0.153857402,Canned,76.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.9860000000001,Food,14
4917,FDS55,7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.0478,Food,14
4918,FDR21,19.7,Low Fat,0.066935459,Snack Foods,177.537,OUT046,1997,Small,Tier 1,Supermarket Type1,3175.866,Food,16
4919,NCD07,9.1,Non-Edible,0.055514919,Household,112.5518,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554,Non-Consumable,14
4920,FDO11,8.0,Regular,0.050657232,Breads,249.9092,OUT010,1998,Small,Tier 3,Grocery Store,249.0092,Food,15
4921,NCC54,17.75,Non-Edible,0.098108957,Health and Hygiene,240.9196,OUT018,2009,Medium,Tier 3,Supermarket Type2,4579.3724,Non-Consumable,4
4922,FDV35,19.5,Low Fat,0.128405328,Breads,156.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,Food,14
4923,NCU29,7.685,Non-Edible,0.025477448,Health and Hygiene,145.276,OUT046,1997,Small,Tier 1,Supermarket Type1,3515.4240000000004,Non-Consumable,16
4924,NCZ53,9.6,Non-Edible,0.040969757,Health and Hygiene,188.7214,OUT010,1998,Small,Tier 3,Grocery Store,376.8428,Non-Consumable,15
4925,DRE03,19.6,Low Fat,0.040550868,Dairy,45.5718,OUT010,1998,Small,Tier 3,Grocery Store,47.2718,Drinks,15
4926,FDZ09,17.6,Low Fat,0.17554588899999998,Snack Foods,163.6868,OUT010,1998,Small,Tier 3,Grocery Store,163.7868,Food,15
4927,FDE40,15.6,Regular,0.099344826,Dairy,63.6194,OUT045,2002,Small,Tier 2,Supermarket Type1,743.0328,Food,11
4928,NCS18,12.65,Non-Edible,0.042276746,Household,108.4938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.7132,Non-Consumable,14
4929,FDX24,0.0,Low Fat,0.013861607,Baking Goods,94.4462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.0164,Food,28
4930,FDS34,0.0,Regular,0.076387367,Snack Foods,112.1518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3870.9612,Food,28
4931,NCS53,14.5,Non-Edible,0.08996026,Health and Hygiene,159.5604,OUT045,2002,Small,Tier 2,Supermarket Type1,1426.1436,Non-Consumable,11
4932,FDH38,6.425,Low Fat,0.010480751,Canned,116.5808,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,Food,4
4933,DRM35,9.695,Low Fat,0.070587419,Hard Drinks,176.9344,OUT045,2002,Small,Tier 2,Supermarket Type1,5888.3352,Drinks,11
4934,DRI25,19.6,Low Fat,0.03387323,Soft Drinks,56.1614,OUT013,1987,High,Tier 3,Supermarket Type1,828.921,Drinks,26
4935,NCP06,20.7,Non-Edible,0.039238384,Household,152.8366,OUT035,2004,Small,Tier 2,Supermarket Type1,2569.3222,Non-Consumable,9
4936,FDT02,12.6,Low Fat,0.024331586000000002,Dairy,34.9874,OUT017,2007,Small,Tier 2,Supermarket Type1,529.311,Food,6
4937,NCP14,8.275,Non-Edible,0.11019797699999999,Household,104.2306,OUT013,1987,High,Tier 3,Supermarket Type1,3658.571,Non-Consumable,26
4938,NCD43,0.0,Non-Edible,0.028048877000000003,Household,106.1964,OUT019,1985,Small,Tier 1,Grocery Store,210.3928,Non-Consumable,28
4939,FDP20,19.85,Low Fat,0.045631230999999994,Fruits and Vegetables,128.102,OUT013,1987,High,Tier 3,Supermarket Type1,1265.02,Food,26
4940,FDK04,7.36,Low Fat,0.08755962099999999,Frozen Foods,55.2588,OUT010,1998,Small,Tier 3,Grocery Store,229.0352,Food,15
4941,FDQ15,20.35,Regular,0.25286597899999996,Meat,82.7276,OUT010,1998,Small,Tier 3,Grocery Store,162.4552,Food,15
4942,FDE11,17.7,Regular,0.135306012,Starchy Foods,183.7924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2221.1088,Food,14
4943,FDN01,0.0,Low Fat,0.126760908,Breakfast,176.937,OUT019,1985,Small,Tier 1,Grocery Store,352.874,Food,28
4944,FDC29,8.39,Regular,0.024201083999999998,Frozen Foods,112.6176,OUT035,2004,Small,Tier 2,Supermarket Type1,2175.8344,Food,9
4945,FDC48,9.195,Low Fat,0.015856295,Baking Goods,81.6592,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.5064,Food,9
4946,DRF27,8.93,Low Fat,0.028411898999999997,Dairy,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2143.876,Drinks,9
4947,NCB55,15.7,Non-Edible,0.160529322,Household,59.2562,OUT013,1987,High,Tier 3,Supermarket Type1,296.281,Non-Consumable,26
4948,NCX30,16.7,Non-Edible,0.026771204,Household,246.3776,OUT017,2007,Small,Tier 2,Supermarket Type1,1981.4208,Non-Consumable,6
4949,DRN36,0.0,Low Fat,0.049934854,Soft Drinks,95.0752,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.6304,Drinks,28
4950,FDP08,20.5,Regular,0.11304588300000001,Fruits and Vegetables,194.1478,OUT017,2007,Small,Tier 2,Supermarket Type1,2906.217,Food,6
4951,NCD31,0.0,Non-Edible,0.015359722,Household,163.7526,OUT027,1985,Medium,Tier 3,Supermarket Type3,1973.4312,Non-Consumable,28
4952,FDK45,11.65,Low Fat,0.034049703,Seafood,112.286,OUT017,2007,Small,Tier 2,Supermarket Type1,452.744,Food,6
4953,DRE49,20.75,Low Fat,0.02128304,Soft Drinks,153.5024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2428.8384,Drinks,14
4954,FDU52,0.0,Low Fat,0.063462048,Frozen Foods,157.563,OUT027,1985,Medium,Tier 3,Supermarket Type3,1721.0929999999998,Food,28
4955,FDD53,16.2,Low Fat,0.074019393,Frozen Foods,41.7454,OUT010,1998,Small,Tier 3,Grocery Store,83.8908,Food,15
4956,FDF11,10.195,Regular,0.017666978,Starchy Foods,239.4538,OUT045,2002,Small,Tier 2,Supermarket Type1,4566.7222,Food,11
4957,NCR30,0.0,Non-Edible,0.12429953099999999,Household,73.4696,OUT019,1985,Small,Tier 1,Grocery Store,298.2784,Non-Consumable,28
4958,FDD03,13.3,Low Fat,0.079739853,Dairy,233.03,OUT013,1987,High,Tier 3,Supermarket Type1,5359.69,Food,26
4959,FDF09,6.215,Low Fat,0.012167793,Fruits and Vegetables,37.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,111.8544,Food,14
4960,FDS33,6.67,Regular,0.06613202877895127,Snack Foods,90.5514,OUT018,2009,Medium,Tier 3,Supermarket Type2,974.0654,Food,4
4961,FDK03,12.6,Regular,0.074338562,Dairy,255.5356,OUT017,2007,Small,Tier 2,Supermarket Type1,9664.7528,Food,6
4962,FDD29,12.15,Low Fat,0.018407033,Frozen Foods,254.7698,OUT035,2004,Small,Tier 2,Supermarket Type1,5834.4054,Food,9
4963,FDD02,16.6,Low Fat,0.050369190999999994,Canned,117.2124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1422.1488,Food,14
4964,FDF29,0.0,Regular,0.019837655,Frozen Foods,128.131,OUT027,1985,Medium,Tier 3,Supermarket Type3,1687.8029999999999,Food,28
4965,FDP59,20.85,Regular,0.05646571400000001,Breads,103.6648,OUT046,1997,Small,Tier 1,Supermarket Type1,2285.0256,Food,16
4966,NCN17,11.0,Non-Edible,0.05492864099999999,Health and Hygiene,101.7358,OUT035,2004,Small,Tier 2,Supermarket Type1,1508.037,Non-Consumable,9
4967,NCM55,15.6,Non-Edible,0.066829875,Others,185.5924,OUT049,1999,Medium,Tier 1,Supermarket Type1,3146.5708,Non-Consumable,14
4968,FDD39,0.0,Low Fat,0.12283217199999999,Dairy,217.685,OUT019,1985,Small,Tier 1,Grocery Store,432.77,Food,28
4969,FDS02,10.195,Regular,0.146692433,Dairy,194.5794,OUT017,2007,Small,Tier 2,Supermarket Type1,4096.6674,Food,6
4970,FDN16,12.6,Regular,0.06282744700000001,Frozen Foods,105.09899999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,1444.786,Food,11
4971,FDM21,20.2,Low Fat,0.064464147,Snack Foods,255.7646,OUT049,1999,Medium,Tier 1,Supermarket Type1,5410.9566,Food,14
4972,FDJ04,18.0,Low Fat,0.12495901300000001,Frozen Foods,116.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,355.5372,Food,4
4973,FDT50,6.75,Regular,0.06613202877895127,Dairy,96.7752,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,Food,14
4974,FDM27,12.35,Regular,0.15911489,Meat,158.1946,OUT018,2009,Medium,Tier 3,Supermarket Type2,1104.5622,Food,4
4975,FDT19,7.59,Regular,0.145335007,Fruits and Vegetables,173.108,OUT045,2002,Small,Tier 2,Supermarket Type1,2077.2960000000003,Food,11
4976,FDQ39,14.8,Low Fat,0.081168135,Meat,190.5846,OUT049,1999,Medium,Tier 1,Supermarket Type1,3630.6074,Food,14
4977,NCU30,5.11,Non-Edible,0.034874689,Household,161.721,OUT046,1997,Small,Tier 1,Supermarket Type1,2446.815,Non-Consumable,16
4978,FDY27,6.38,Low Fat,0.031898175,Dairy,177.4344,OUT046,1997,Small,Tier 1,Supermarket Type1,1784.344,Food,16
4979,FDW14,8.3,Regular,0.038211537000000004,Dairy,87.7198,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.9564,Food,16
4980,FDJ21,16.7,Regular,0.03874616,Snack Foods,143.8102,OUT017,2007,Small,Tier 2,Supermarket Type1,4811.7366,Food,6
4981,FDX47,0.0,Regular,0.03443677,Breads,156.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3,4870.9928,Food,28
4982,FDK56,9.695,Low Fat,0.130261652,Fruits and Vegetables,185.2898,OUT045,2002,Small,Tier 2,Supermarket Type1,3367.6164,Food,11
4983,NCN05,8.235,Non-Edible,0.014456938,Health and Hygiene,184.795,OUT035,2004,Small,Tier 2,Supermarket Type1,1464.76,Non-Consumable,9
4984,FDC26,10.195,Low Fat,0.126383094,Canned,112.1886,OUT046,1997,Small,Tier 1,Supermarket Type1,667.1316,Food,16
4985,FDT14,10.695,Regular,0.127620811,Dairy,119.244,OUT013,1987,High,Tier 3,Supermarket Type1,3475.4759999999997,Food,26
4986,FDS36,8.38,Regular,0.046878474,Baking Goods,109.85700000000001,OUT035,2004,Small,Tier 2,Supermarket Type1,2306.9970000000003,Food,9
4987,FDR48,11.65,Low Fat,0.220111117,Baking Goods,153.0024,OUT010,1998,Small,Tier 3,Grocery Store,455.4072,Food,15
4988,FDM04,9.195,Regular,0.0471117,Frozen Foods,52.0666,OUT035,2004,Small,Tier 2,Supermarket Type1,615.1992,Food,9
4989,FDZ37,8.1,Regular,0.019768503,Canned,88.6198,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.9564,Food,16
4990,FDE46,18.6,Low Fat,0.015858893,Snack Foods,152.9366,OUT017,2007,Small,Tier 2,Supermarket Type1,453.4098,Food,6
4991,NCQ53,17.6,Non-Edible,0.018905326,Health and Hygiene,234.65900000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,8508.924,Non-Consumable,16
4992,NCN42,20.25,Non-Edible,0.014280553999999999,Household,148.0418,OUT018,2009,Medium,Tier 3,Supermarket Type2,1177.1344,Non-Consumable,4
4993,DRH11,5.98,Low Fat,0.075675438,Hard Drinks,53.3614,OUT049,1999,Medium,Tier 1,Supermarket Type1,331.5684,Drinks,14
4994,NCI42,18.75,Non-Edible,0.010381661,Household,207.8954,OUT049,1999,Medium,Tier 1,Supermarket Type1,2292.3494,Non-Consumable,14
4995,FDT07,5.82,Regular,0.07747588400000001,Fruits and Vegetables,255.333,OUT045,2002,Small,Tier 2,Supermarket Type1,4870.327,Food,11
4996,DRL60,8.52,Low Fat,0.02705936,Soft Drinks,153.3682,OUT046,1997,Small,Tier 1,Supermarket Type1,914.8092,Drinks,16
4997,FDG20,15.5,Regular,0.126199917,Fruits and Vegetables,178.4028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1239.7196,Food,4
4998,FDF56,16.7,Regular,0.119462225,Fruits and Vegetables,182.7976,OUT046,1997,Small,Tier 1,Supermarket Type1,1810.976,Food,16
4999,FDV33,9.6,Regular,0.027454997000000002,Snack Foods,258.1304,OUT018,2009,Medium,Tier 3,Supermarket Type2,2324.9736,Food,4
5000,NCF31,9.13,Non-Edible,0.051928034000000005,Household,151.4024,OUT049,1999,Medium,Tier 1,Supermarket Type1,1973.4312,Non-Consumable,14
5001,FDD59,10.5,Regular,0.06613202877895127,Starchy Foods,78.296,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,Food,16
5002,FDQ52,17.0,Low Fat,0.119570595,Frozen Foods,249.7434,OUT049,1999,Medium,Tier 1,Supermarket Type1,4221.8378,Food,14
5003,FDP09,0.0,Low Fat,0.033725742999999996,Snack Foods,211.6902,OUT027,1985,Medium,Tier 3,Supermarket Type3,4247.804,Food,28
5004,FDK24,9.195,Low Fat,0.10127579199999999,Baking Goods,46.4744,OUT035,2004,Small,Tier 2,Supermarket Type1,950.7624,Food,9
5005,NCA18,10.1,Non-Edible,0.056077574000000005,Household,117.8492,OUT046,1997,Small,Tier 1,Supermarket Type1,1621.8888,Non-Consumable,16
5006,NCE07,8.18,Non-Edible,0.06613202877895127,Household,140.5154,OUT045,2002,Small,Tier 2,Supermarket Type1,1701.7848,Non-Consumable,11
5007,FDM45,8.655,Regular,0.088178053,Snack Foods,122.6756,OUT035,2004,Small,Tier 2,Supermarket Type1,2302.3364,Food,9
5008,FDQ32,17.85,Regular,0.046608497,Fruits and Vegetables,122.9388,OUT046,1997,Small,Tier 1,Supermarket Type1,3095.97,Food,16
5009,FDI34,10.65,Regular,0.085119855,Snack Foods,229.8668,OUT035,2004,Small,Tier 2,Supermarket Type1,4146.6024,Food,9
5010,FDE14,13.65,Regular,0.031418984,Canned,99.27,OUT013,1987,High,Tier 3,Supermarket Type1,2596.62,Food,26
5011,DRF37,17.25,Low Fat,0.08480965800000001,Soft Drinks,261.191,OUT017,2007,Small,Tier 2,Supermarket Type1,3155.8920000000003,Drinks,6
5012,FDW44,9.5,Regular,0.035350045,Fruits and Vegetables,169.7448,OUT017,2007,Small,Tier 2,Supermarket Type1,3579.3408,Food,6
5013,FDC59,16.7,Regular,0.06613202877895127,Starchy Foods,63.6168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,Food,14
5014,NCI29,8.6,Non-Edible,0.054601779,Health and Hygiene,141.1154,OUT010,1998,Small,Tier 3,Grocery Store,425.4462,Non-Consumable,15
5015,FDV38,19.25,Low Fat,0.10218842800000001,Dairy,54.3956,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.1032,Food,4
5016,FDZ49,11.0,Regular,0.133034816,Canned,222.0798,OUT013,1987,High,Tier 3,Supermarket Type1,2864.9374,Food,26
5017,DRD49,9.895,Low Fat,0.16817143,Soft Drinks,237.7564,OUT045,2002,Small,Tier 2,Supermarket Type1,3813.7024,Drinks,11
5018,FDA02,14.0,Regular,0.029722659,Dairy,143.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,1589.2646,Food,16
5019,FDX20,7.365,Low Fat,0.042733625,Fruits and Vegetables,226.972,OUT018,2009,Medium,Tier 3,Supermarket Type2,3848.324,Food,4
5020,FDS24,20.85,Regular,0.062172698,Baking Goods,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,619.8598,Food,26
5021,FDI58,7.64,Regular,0.070704474,Snack Foods,93.412,OUT046,1997,Small,Tier 1,Supermarket Type1,1491.392,Food,16
5022,FDQ60,0.0,Regular,0.191500528,Baking Goods,121.2098,OUT019,1985,Small,Tier 1,Grocery Store,120.5098,Food,28
5023,FDJ27,17.7,Regular,0.12206551800000001,Meat,103.3674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2546.685,Food,14
5024,FDV27,7.97,Regular,0.04021623,Meat,90.4514,OUT017,2007,Small,Tier 2,Supermarket Type1,1328.271,Food,6
5025,NCL41,12.35,Non-Edible,0.041737627,Health and Hygiene,33.1216,OUT046,1997,Small,Tier 1,Supermarket Type1,519.3240000000001,Non-Consumable,16
5026,NCP29,8.42,Non-Edible,0.11227101,Health and Hygiene,63.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,703.0848,Non-Consumable,16
5027,FDC45,0.0,Low Fat,0.135075924,Fruits and Vegetables,170.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,3422.212,Food,28
5028,FDN33,6.305,Regular,0.12301331,Snack Foods,93.2436,OUT013,1987,High,Tier 3,Supermarket Type1,2079.9592,Food,26
5029,DRC01,5.92,Regular,0.019238942,Soft Drinks,49.8692,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.1916,Drinks,11
5030,FDL57,15.1,Regular,0.067212845,Snack Foods,260.2304,OUT045,2002,Small,Tier 2,Supermarket Type1,4908.2776,Food,11
5031,NCF42,17.35,Non-Edible,0.280164929,Household,177.5712,OUT010,1998,Small,Tier 3,Grocery Store,527.3136,Non-Consumable,15
5032,FDG50,7.405,Low Fat,0.015271793,Canned,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,1550.6482,Food,16
5033,FDH22,6.405,Low Fat,0.13651285800000001,Snack Foods,128.7678,OUT049,1999,Medium,Tier 1,Supermarket Type1,3052.0272,Food,14
5034,FDO36,19.7,Low Fat,0.07803497599999999,Baking Goods,178.06599999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,3954.8520000000003,Food,14
5035,FDY04,17.7,Regular,0.042649476,Frozen Foods,162.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,978.7260000000001,Food,4
5036,FDZ09,17.6,Low Fat,0.104859135,Snack Foods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,4094.67,Food,9
5037,FDH28,15.85,Regular,0.110202066,Frozen Foods,39.7506,OUT049,1999,Medium,Tier 1,Supermarket Type1,721.0614,Food,14
5038,FDN32,17.5,Low Fat,0.01558456,Fruits and Vegetables,185.1266,OUT049,1999,Medium,Tier 1,Supermarket Type1,4795.0916,Food,14
5039,DRJ37,0.0,Low Fat,0.060805497,Soft Drinks,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,3339.6528,Drinks,28
5040,FDE57,9.6,Low Fat,0.036490369,Fruits and Vegetables,140.8154,OUT017,2007,Small,Tier 2,Supermarket Type1,1843.6002,Food,6
5041,FDG05,11.0,Regular,0.088025298,Frozen Foods,158.063,OUT045,2002,Small,Tier 2,Supermarket Type1,2659.8709999999996,Food,11
5042,FDI09,20.75,Regular,0.129864461,Seafood,240.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,5992.2,Food,4
